name,website,phone,url,categories,distance,page_number,scrape_timestamp,address_street,address_city,address_region,address_postal_code
Eden Trattoria,,416-255-5588,https://www.yellowpages.ca/bus/Ontario/Etobicoke/Eden-Trattoria/3416804.html?what=Restaurants&where=Toronto+ON&useContext=true,Restaurants,8.4,16,2025-07-07T21:16:25.544149,106-58 Marine Parade Dr,Etobicoke,ON,M8V 4G1
Eden Trattoria Ii Inc,,416-648-2483,https://www.yellowpages.ca/bus/Ontario/Etobicoke/Eden-Trattoria-Ii-Inc/102626996.html?what=Restaurants&where=Toronto+ON&useContext=true,Restaurants,8.4,16,2025-07-07T21:16:25.544149,"10-58 Marine Parade Dr, 13",Etobicoke,ON,M8V 4G1
Wing Machine And Panzarotto,,647-352-7577,https://www.yellowpages.ca/bus/Ontario/Scarborough/Wing-Machine-And-Panzarotto/7149471.html?what=Restaurants&where=Toronto+ON&useContext=true,Restaurants,8.4,16,2025-07-07T21:16:25.544149,1062 Kingston Rd,Scarborough,ON,M1N 1N4
Papa Johns Pizza,,416-699-6669,https://www.yellowpages.ca/bus/Ontario/Toronto/Papa-Johns-Pizza/101197642.html?what=Restaurants&where=Toronto+ON&useContext=true,Restaurants,8.5,16,2025-07-07T21:16:25.544149,1085 KINGSTON ROAD,Toronto,ON,M4L 1S4
Tim Hortons,,416-693-5583,https://www.yellowpages.ca/bus/Ontario/Scarborough/Tim-Hortons/101822367.html?what=Restaurants&where=Toronto+ON&useContext=true,Restaurants,8.5,16,2025-07-07T21:16:25.544149,1089 Kingston Rd,Scarborough,ON,M1N 4E4
McDonald's,,416-690-3659,https://www.yellowpages.ca/bus/Ontario/Scarborough/McDonald-s/2401935.html?what=Restaurants&where=Toronto+ON&useContext=true,Restaurants,8.6,16,2025-07-07T21:16:25.544149,2480 Gerrard Street East,Scarborough,ON,M1N 4C3
Wendy's,,1-800-498-1872,https://www.yellowpages.ca/bus/Ontario/Toronto/Wendy-s/102899046.html?what=Restaurants&where=Toronto+ON&useContext=true,Restaurants,8.6,16,2025-07-07T21:16:25.544149,2480 Gerrard St E,Toronto,ON,M1N 4C3
Tim Hortons,,647-350-3972,https://www.yellowpages.ca/bus/Ontario/Scarborough/Tim-Hortons/100435157.html?what=Restaurants&where=Toronto+ON&useContext=true,Restaurants,8.6,16,2025-07-07T21:16:25.544149,2480 Gerrard St East,Scarborough,ON,M1N 4C3
Subway,,905-420-0008,https://www.yellowpages.ca/bus/Ontario/Pickering/Subway/100547972.html?what=Restaurants&where=Toronto+ON&useContext=true,Restaurants,8.6,16,2025-07-07T21:16:25.555852,1105 Kingston Rd,Pickering,ON,L1V 1B5
Subway,,416-259-6886,https://www.yellowpages.ca/bus/Ontario/Toronto/Subway/8080550.html?what=Restaurants&where=Toronto+ON&useContext=true,Restaurants,8.6,16,2025-07-07T21:16:25.555852,125 Queensway,Toronto,ON,M8Y 1H6
Tim Hortons,,416-259-7509,https://www.yellowpages.ca/bus/Ontario/Etobicoke/Tim-Hortons/100441710.html?what=Restaurants&where=Toronto+ON&useContext=true,Restaurants,8.6,16,2025-07-07T21:16:25.555852,2189 Lakeshore Blvd W,Etobicoke,ON,M8V 1A1
Tim Hortons,,1-888-601-1616,https://www.yellowpages.ca/bus/Ontario/Toronto/Tim-Hortons/5990110.html?what=Restaurants&where=Toronto+ON&useContext=true,Restaurants,8.7,16,2025-07-07T21:16:25.560298,3075 Danforth Ave,Toronto,ON,M1L 1A8
Little Caesars Pizza,,647-346-5000,https://www.yellowpages.ca/bus/Ontario/Scarborough/Little-Caesars-Pizza/100884499.html?what=Restaurants&where=Toronto+ON&useContext=true,Restaurants,8.7,16,2025-07-07T21:16:25.560298,2480 Gerrard Street East,Scarborough,ON,M1N 4C3
Wendy's - Closed,,647-352-9946,https://www.yellowpages.ca/bus/Ontario/Scarborough/Wendy-s-Closed/102790988.html?what=Restaurants&where=Toronto+ON&useContext=true,Restaurants,8.7,16,2025-07-07T21:16:25.560298,2480 Gerrard St E,Scarborough,ON,M1N 4C3
1000244651 Ontario Momo Dumpling Express,,416-255-0505,https://www.yellowpages.ca/bus/Ontario/Etobicoke/1000244651-Ontario-Momo-Dumpling-Express/1728595.html?what=Restaurants&where=Toronto+ON&useContext=true,Restaurants,8.7,16,2025-07-07T21:16:25.560298,a 1-156 The Queensway,Etobicoke,ON,M8Y 1J2
Market Garden Restaurant,,416-503-0507,https://www.yellowpages.ca/bus/Ontario/Etobicoke/Market-Garden-Restaurant/101966922.html?what=Restaurants&where=Toronto+ON&useContext=true,Restaurants,8.7,16,2025-07-07T21:16:25.560298,165 The Queensway,Etobicoke,ON,M8Y 1H8
Bill Maur Coffee Shop,,416-259-2784,https://www.yellowpages.ca/bus/Ontario/Etobicoke/Bill-Maur-Coffee-Shop/194555.html?what=Restaurants&where=Toronto+ON&useContext=true,Restaurants,8.8,16,2025-07-07T21:16:25.560298,"165 The Queensway, Main",Etobicoke,ON,M8Y 1H8
Fresh Advancements Inc,,416-640-7001,https://www.yellowpages.ca/bus/Ontario/Etobicoke/Fresh-Advancements-Inc/7721479.html?what=Restaurants&where=Toronto+ON&useContext=true,Restaurants,8.8,16,2025-07-07T21:16:25.560298,165 The Queensway,Etobicoke,ON,M8Y 1H8
Subway,,416-785-6581,https://www.yellowpages.ca/bus/Ontario/Toronto/Subway/3617456.html?what=Restaurants&where=Toronto+ON&useContext=true,Restaurants,9.5,17,2025-07-07T21:16:43.575830,3119 Dufferin St,Toronto,ON,M6A 2S9
Subway,,416-763-1414,https://www.yellowpages.ca/bus/Ontario/Toronto/Subway/100492021.html?what=Restaurants&where=Toronto+ON&useContext=true,Restaurants,9.8,17,2025-07-07T21:16:43.575830,911 Jane St.,Toronto,ON,M6N 4C6
Subway,,416-444-7827,https://www.yellowpages.ca/bus/Ontario/Toronto/Subway/102350638.html?what=Restaurants&where=Toronto+ON&useContext=true,Restaurants,9.9,17,2025-07-07T21:16:43.575830,895 Lawrence Ave East,Toronto,ON,M3C 3L2
Subway,,416-250-7634,https://www.yellowpages.ca/bus/Ontario/North-York/Subway/6124361.html?what=Restaurants&where=Toronto+ON&useContext=true,Restaurants,10.8,17,2025-07-07T21:16:43.575830,4101 Yonge Street,North York,ON,M2P 1N6
Subway,,647-435-4217,https://www.yellowpages.ca/bus/Ontario/Toronto/Subway/7166912.html?what=Restaurants&where=Toronto+ON&useContext=true,Restaurants,11.2,17,2025-07-07T21:16:43.575830,1542 Jane St,Toronto,ON,M9N 2R5
Subway,,416-445-1556,https://www.yellowpages.ca/bus/Ontario/Toronto/Subway/5989127.html?what=Restaurants&where=Toronto+ON&useContext=true,Restaurants,11.3,17,2025-07-07T21:16:43.575830,1244 Lawrence Ave E,Toronto,ON,M3A 1C3
Subway,,416-443-0248,https://www.yellowpages.ca/bus/Ontario/Toronto/Subway/3971422.html?what=Restaurants&where=Toronto+ON&useContext=true,Restaurants,11.9,17,2025-07-07T21:16:43.575830,875-877 York Mills Rd,Toronto,ON,M3B 1Y4
Subway,,416-901-7827,https://www.yellowpages.ca/bus/Ontario/Toronto/Subway/101671190.html?what=Restaurants&where=Toronto+ON&useContext=true,Restaurants,13.0,17,2025-07-07T21:16:43.575830,1277 York Mills Road,Toronto,ON,M3A 1Z5
Subway,,416-240-8413,https://www.yellowpages.ca/bus/Ontario/Toronto/Subway/4233991.html?what=Restaurants&where=Toronto+ON&useContext=true,Restaurants,14.3,17,2025-07-07T21:16:43.575830,2625A Weston Rd,Toronto,ON,M9N 3X2
Subway,,647-643-1224,https://www.yellowpages.ca/bus/Ontario/Toronto/Subway/102397010.html?what=Restaurants&where=Toronto+ON&useContext=true,Restaurants,3.1,17,2025-07-07T21:16:43.591817,102 Centre Island,Toronto,ON,M5J 2E9
Gusto 101,,416-504-6404,https://www.yellowpages.ca/bus/Ontario/Toronto/Gusto-101/7907474.html?what=Restaurants&where=Toronto+ON&useContext=true,Restaurants,,17,2025-07-07T21:16:43.591817,101 Portland St,Toronto,ON,M5V 2N3
La Scogliera,,,https://www.yellowpages.ca/bus/Ontario/Toronto/La-Scogliera/101857654.html?what=Restaurants&where=Toronto+ON&useContext=true,Restaurants,12.1,17,2025-07-07T21:16:43.593826,2277 Kingston Rd,Toronto,ON,M1N 1T8
Beer,,416-861-9872,https://www.yellowpages.ca/bus/Ontario/Beer/173953.html?what=Restaurants&where=Toronto+ON&useContext=true,Restaurants,,17,2025-07-07T21:16:43.595833,,,,
Big Butcher BBQ,,416-236-5959,https://www.yellowpages.ca/bus/Ontario/Etobicoke/Big-Butcher-BBQ/4478975.html?what=Restaurants&where=Toronto+ON&useContext=true,Restaurants,12.4,17,2025-07-07T21:16:43.595833,843 Kipling Ave,Etobicoke,ON,M8Z 5G9
La Place Du Group,,416-259-4663,https://www.yellowpages.ca/bus/Ontario/Etobicoke/La-Place-Du-Group/7147368.html?what=Restaurants&where=Toronto+ON&useContext=true,Restaurants,7.9,17,2025-07-07T21:16:43.595833,2045 Lake Shore Blvd W,Etobicoke,ON,M8V 2Z6
Tim Hortons,,437-213-5634,https://www.yellowpages.ca/bus/Ontario/Etobiocke/Tim-Hortons/102599916.html?what=Restaurants&where=Toronto+ON&useContext=true,Restaurants,8.4,17,2025-07-07T21:16:43.595833,2125 Lakeshore Blvd. W,Etobiocke,ON,M8V 0B3
Subway,,416-251-0181,https://www.yellowpages.ca/bus/Ontario/Toronto/Subway/101526254.html?what=Restaurants&where=Toronto+ON&useContext=true,Restaurants,8.4,17,2025-07-07T21:16:43.595833,2125 Lake Shore Blvd West,Toronto,ON,M8V 0B3
Eden Trattoria,,416-255-5588,https://www.yellowpages.ca/bus/Ontario/Etobicoke/Eden-Trattoria/3416804.html?what=Restaurants&where=Toronto+ON&useContext=true,Restaurants,8.4,17,2025-07-07T21:16:43.595833,106-58 Marine Parade Dr,Etobicoke,ON,M8V 4G1
Eden Trattoria Ii Inc,,416-648-2483,https://www.yellowpages.ca/bus/Ontario/Etobicoke/Eden-Trattoria-Ii-Inc/102626996.html?what=Restaurants&where=Toronto+ON&useContext=true,Restaurants,8.4,17,2025-07-07T21:16:43.595833,"10-58 Marine Parade Dr, 13",Etobicoke,ON,M8V 4G1
Wing Machine And Panzarotto,,647-352-7577,https://www.yellowpages.ca/bus/Ontario/Scarborough/Wing-Machine-And-Panzarotto/7149471.html?what=Restaurants&where=Toronto+ON&useContext=true,Restaurants,8.4,17,2025-07-07T21:16:43.595833,1062 Kingston Rd,Scarborough,ON,M1N 1N4
Papa Johns Pizza,,416-699-6669,https://www.yellowpages.ca/bus/Ontario/Toronto/Papa-Johns-Pizza/101197642.html?what=Restaurants&where=Toronto+ON&useContext=true,Restaurants,8.5,17,2025-07-07T21:16:43.607617,1085 KINGSTON ROAD,Toronto,ON,M4L 1S4
Tim Hortons,,416-693-5583,https://www.yellowpages.ca/bus/Ontario/Scarborough/Tim-Hortons/101822367.html?what=Restaurants&where=Toronto+ON&useContext=true,Restaurants,8.5,17,2025-07-07T21:16:43.607617,1089 Kingston Rd,Scarborough,ON,M1N 4E4
McDonald's,,416-690-3659,https://www.yellowpages.ca/bus/Ontario/Scarborough/McDonald-s/2401935.html?what=Restaurants&where=Toronto+ON&useContext=true,Restaurants,8.6,17,2025-07-07T21:16:43.609868,2480 Gerrard Street East,Scarborough,ON,M1N 4C3
Wendy's,,1-800-498-1872,https://www.yellowpages.ca/bus/Ontario/Toronto/Wendy-s/102899046.html?what=Restaurants&where=Toronto+ON&useContext=true,Restaurants,8.6,17,2025-07-07T21:16:43.609868,2480 Gerrard St E,Toronto,ON,M1N 4C3
Tim Hortons,,647-350-3972,https://www.yellowpages.ca/bus/Ontario/Scarborough/Tim-Hortons/100435157.html?what=Restaurants&where=Toronto+ON&useContext=true,Restaurants,8.6,17,2025-07-07T21:16:43.611876,2480 Gerrard St East,Scarborough,ON,M1N 4C3
Subway,,905-420-0008,https://www.yellowpages.ca/bus/Ontario/Pickering/Subway/100547972.html?what=Restaurants&where=Toronto+ON&useContext=true,Restaurants,8.6,17,2025-07-07T21:16:43.611876,1105 Kingston Rd,Pickering,ON,L1V 1B5
Subway,,416-259-6886,https://www.yellowpages.ca/bus/Ontario/Toronto/Subway/8080550.html?what=Restaurants&where=Toronto+ON&useContext=true,Restaurants,8.6,17,2025-07-07T21:16:43.613889,125 Queensway,Toronto,ON,M8Y 1H6
Tim Hortons,,416-259-7509,https://www.yellowpages.ca/bus/Ontario/Etobicoke/Tim-Hortons/100441710.html?what=Restaurants&where=Toronto+ON&useContext=true,Restaurants,8.6,17,2025-07-07T21:16:43.615895,2189 Lakeshore Blvd W,Etobicoke,ON,M8V 1A1
Tim Hortons,,1-888-601-1616,https://www.yellowpages.ca/bus/Ontario/Toronto/Tim-Hortons/5990110.html?what=Restaurants&where=Toronto+ON&useContext=true,Restaurants,8.7,17,2025-07-07T21:16:43.615895,3075 Danforth Ave,Toronto,ON,M1L 1A8
Little Caesars Pizza,,647-346-5000,https://www.yellowpages.ca/bus/Ontario/Scarborough/Little-Caesars-Pizza/100884499.html?what=Restaurants&where=Toronto+ON&useContext=true,Restaurants,8.7,17,2025-07-07T21:16:43.617901,2480 Gerrard Street East,Scarborough,ON,M1N 4C3
Wendy's - Closed,,647-352-9946,https://www.yellowpages.ca/bus/Ontario/Scarborough/Wendy-s-Closed/102790988.html?what=Restaurants&where=Toronto+ON&useContext=true,Restaurants,8.7,17,2025-07-07T21:16:43.617901,2480 Gerrard St E,Scarborough,ON,M1N 4C3
1000244651 Ontario Momo Dumpling Express,,416-255-0505,https://www.yellowpages.ca/bus/Ontario/Etobicoke/1000244651-Ontario-Momo-Dumpling-Express/1728595.html?what=Restaurants&where=Toronto+ON&useContext=true,Restaurants,8.7,17,2025-07-07T21:16:43.619906,a 1-156 The Queensway,Etobicoke,ON,M8Y 1J2
Market Garden Restaurant,,416-503-0507,https://www.yellowpages.ca/bus/Ontario/Etobicoke/Market-Garden-Restaurant/101966922.html?what=Restaurants&where=Toronto+ON&useContext=true,Restaurants,8.7,17,2025-07-07T21:16:43.619906,165 The Queensway,Etobicoke,ON,M8Y 1H8
Bill Maur Coffee Shop,,416-259-2784,https://www.yellowpages.ca/bus/Ontario/Etobicoke/Bill-Maur-Coffee-Shop/194555.html?what=Restaurants&where=Toronto+ON&useContext=true,Restaurants,8.8,17,2025-07-07T21:16:43.621912,"165 The Queensway, Main",Etobicoke,ON,M8Y 1H8
Fresh Advancements Inc,,416-640-7001,https://www.yellowpages.ca/bus/Ontario/Etobicoke/Fresh-Advancements-Inc/7721479.html?what=Restaurants&where=Toronto+ON&useContext=true,Restaurants,8.8,17,2025-07-07T21:16:43.623660,165 The Queensway,Etobicoke,ON,M8Y 1H8
Mr. Greek,,,https://www.yellowpages.ca/bus/Ontario/Toronto/Mr-Greek/100820471.html?what=Restaurants&where=Toronto+ON&useContext=true,Restaurants,3.9,18,2025-07-07T21:16:58.006678,210 Princes' Blvd,Toronto,ON,M6K 3C3
Island Foods,,416-487-7717,https://www.yellowpages.ca/bus/Ontario/North-York/Island-Foods/2335319.html?what=Restaurants&where=Toronto+ON&useContext=true,Restaurants,11.0,18,2025-07-07T21:16:58.006678,1310 Don Mills Rd,North York,ON,M3B 2W6
Elephant & Castle,,416-598-4455,https://www.yellowpages.ca/bus/Ontario/Toronto/Elephant-Castle/102648070.html?what=Restaurants&where=Toronto+ON&useContext=true,Restaurants,0.6,18,2025-07-07T21:16:58.006678,212 King Street West,Toronto,ON,M5H 1K5
The Rec Room,,416-815-0086,https://www.yellowpages.ca/bus/Ontario/Toronto/The-Rec-Room/101710483.html?what=Restaurants&where=Toronto+ON&useContext=true,Restaurants,1.5,18,2025-07-07T21:16:58.006678,255 Bremner Blvd,Toronto,ON,M5V 3M9
Dundas Square Food Inc. O.a. Paramount Middle,,416-366-3600,https://www.yellowpages.ca/bus/Ontario/Toronto/Dundas-Square-Food-Inc-O-a-Paramount-Middle/6837733.html?what=Restaurants&where=Toronto+ON&useContext=true,Restaurants,0.6,18,2025-07-07T21:16:58.006678,253 Yonge St,Toronto,ON,M5B 1N8
Osteria Ceceri E Tria,,416-955-0258,https://www.yellowpages.ca/bus/Ontario/Toronto/Osteria-Ceceri-E-Tria/1566485.html?what=Restaurants&where=Toronto+ON&useContext=true,Restaurants,0.3,18,2025-07-07T21:16:58.006678,106 Victoria St,Toronto,ON,M5C 2B4
Kinton Ramen,,416-551-8177,https://www.yellowpages.ca/bus/Ontario/Toronto/Kinton-Ramen/100931046.html?what=Restaurants&where=Toronto+ON&useContext=true,Restaurants,3.3,18,2025-07-07T21:16:58.006678,668 Bloor St W,Toronto,ON,M6G 1L2
Osteria Ceceri E Tria,,416-955-4804,https://www.yellowpages.ca/bus/Ontario/Toronto/Osteria-Ceceri-E-Tria/5849172.html?what=Restaurants&where=Toronto+ON&useContext=true,Restaurants,0.3,18,2025-07-07T21:16:58.006678,106 Victoria St,Toronto,ON,M5C 2B4
Kinton Ramen,,416-340-5933,https://www.yellowpages.ca/bus/Ontario/Toronto/Kinton-Ramen/101724733.html?what=Restaurants&where=Toronto+ON&useContext=true,Restaurants,0.0,18,2025-07-07T21:16:58.006678,108-0 Eglinton Avenue E,Toronto,ON,M4P 2Y3
Paramount Fine Foods,,416-214-9595,https://www.yellowpages.ca/bus/Ontario/Toronto/Paramount-Fine-Foods/101344683.html?what=Restaurants&where=Toronto+ON&useContext=true,Restaurants,0.6,18,2025-07-07T21:16:58.006678,85 Front St E,Toronto,ON,M5E 1B8
Gusto 101,,416-504-6404,https://www.yellowpages.ca/bus/Ontario/Toronto/Gusto-101/7907474.html?what=Restaurants&where=Toronto+ON&useContext=true,Restaurants,,18,2025-07-07T21:16:58.006678,101 Portland St,Toronto,ON,M5V 2N3
La Scogliera,,,https://www.yellowpages.ca/bus/Ontario/Toronto/La-Scogliera/101857654.html?what=Restaurants&where=Toronto+ON&useContext=true,Restaurants,12.1,18,2025-07-07T21:16:58.021705,2277 Kingston Rd,Toronto,ON,M1N 1T8
Beer,,416-861-9872,https://www.yellowpages.ca/bus/Ontario/Beer/173953.html?what=Restaurants&where=Toronto+ON&useContext=true,Restaurants,,18,2025-07-07T21:16:58.021705,,,,
Big Butcher BBQ,,416-236-5959,https://www.yellowpages.ca/bus/Ontario/Etobicoke/Big-Butcher-BBQ/4478975.html?what=Restaurants&where=Toronto+ON&useContext=true,Restaurants,12.4,18,2025-07-07T21:16:58.026650,843 Kipling Ave,Etobicoke,ON,M8Z 5G9
La Place Du Group,,416-259-4663,https://www.yellowpages.ca/bus/Ontario/Etobicoke/La-Place-Du-Group/7147368.html?what=Restaurants&where=Toronto+ON&useContext=true,Restaurants,7.9,18,2025-07-07T21:16:58.026650,2045 Lake Shore Blvd W,Etobicoke,ON,M8V 2Z6
Tim Hortons,,437-213-5634,https://www.yellowpages.ca/bus/Ontario/Etobiocke/Tim-Hortons/102599916.html?what=Restaurants&where=Toronto+ON&useContext=true,Restaurants,8.4,18,2025-07-07T21:16:58.028656,2125 Lakeshore Blvd. W,Etobiocke,ON,M8V 0B3
Subway,,416-251-0181,https://www.yellowpages.ca/bus/Ontario/Toronto/Subway/101526254.html?what=Restaurants&where=Toronto+ON&useContext=true,Restaurants,8.4,18,2025-07-07T21:16:58.028656,2125 Lake Shore Blvd West,Toronto,ON,M8V 0B3
Eden Trattoria,,416-255-5588,https://www.yellowpages.ca/bus/Ontario/Etobicoke/Eden-Trattoria/3416804.html?what=Restaurants&where=Toronto+ON&useContext=true,Restaurants,8.4,18,2025-07-07T21:16:58.030662,106-58 Marine Parade Dr,Etobicoke,ON,M8V 4G1
Eden Trattoria Ii Inc,,416-648-2483,https://www.yellowpages.ca/bus/Ontario/Etobicoke/Eden-Trattoria-Ii-Inc/102626996.html?what=Restaurants&where=Toronto+ON&useContext=true,Restaurants,8.4,18,2025-07-07T21:16:58.032667,"10-58 Marine Parade Dr, 13",Etobicoke,ON,M8V 4G1
Wing Machine And Panzarotto,,647-352-7577,https://www.yellowpages.ca/bus/Ontario/Scarborough/Wing-Machine-And-Panzarotto/7149471.html?what=Restaurants&where=Toronto+ON&useContext=true,Restaurants,8.4,18,2025-07-07T21:16:58.032667,1062 Kingston Rd,Scarborough,ON,M1N 1N4
Papa Johns Pizza,,416-699-6669,https://www.yellowpages.ca/bus/Ontario/Toronto/Papa-Johns-Pizza/101197642.html?what=Restaurants&where=Toronto+ON&useContext=true,Restaurants,8.5,18,2025-07-07T21:16:58.034673,1085 KINGSTON ROAD,Toronto,ON,M4L 1S4
Tim Hortons,,416-693-5583,https://www.yellowpages.ca/bus/Ontario/Scarborough/Tim-Hortons/101822367.html?what=Restaurants&where=Toronto+ON&useContext=true,Restaurants,8.5,18,2025-07-07T21:16:58.034673,1089 Kingston Rd,Scarborough,ON,M1N 4E4
McDonald's,,416-690-3659,https://www.yellowpages.ca/bus/Ontario/Scarborough/McDonald-s/2401935.html?what=Restaurants&where=Toronto+ON&useContext=true,Restaurants,8.6,18,2025-07-07T21:16:58.036681,2480 Gerrard Street East,Scarborough,ON,M1N 4C3
Wendy's,,1-800-498-1872,https://www.yellowpages.ca/bus/Ontario/Toronto/Wendy-s/102899046.html?what=Restaurants&where=Toronto+ON&useContext=true,Restaurants,8.6,18,2025-07-07T21:16:58.037687,2480 Gerrard St E,Toronto,ON,M1N 4C3
Tim Hortons,,647-350-3972,https://www.yellowpages.ca/bus/Ontario/Scarborough/Tim-Hortons/100435157.html?what=Restaurants&where=Toronto+ON&useContext=true,Restaurants,8.6,18,2025-07-07T21:16:58.039691,2480 Gerrard St East,Scarborough,ON,M1N 4C3
Subway,,905-420-0008,https://www.yellowpages.ca/bus/Ontario/Pickering/Subway/100547972.html?what=Restaurants&where=Toronto+ON&useContext=true,Restaurants,8.6,18,2025-07-07T21:16:58.039691,1105 Kingston Rd,Pickering,ON,L1V 1B5
Subway,,416-259-6886,https://www.yellowpages.ca/bus/Ontario/Toronto/Subway/8080550.html?what=Restaurants&where=Toronto+ON&useContext=true,Restaurants,8.6,18,2025-07-07T21:16:58.039691,125 Queensway,Toronto,ON,M8Y 1H6
Tim Hortons,,416-259-7509,https://www.yellowpages.ca/bus/Ontario/Etobicoke/Tim-Hortons/100441710.html?what=Restaurants&where=Toronto+ON&useContext=true,Restaurants,8.6,18,2025-07-07T21:16:58.039691,2189 Lakeshore Blvd W,Etobicoke,ON,M8V 1A1
Tim Hortons,,1-888-601-1616,https://www.yellowpages.ca/bus/Ontario/Toronto/Tim-Hortons/5990110.html?what=Restaurants&where=Toronto+ON&useContext=true,Restaurants,8.7,18,2025-07-07T21:16:58.039691,3075 Danforth Ave,Toronto,ON,M1L 1A8
Little Caesars Pizza,,647-346-5000,https://www.yellowpages.ca/bus/Ontario/Scarborough/Little-Caesars-Pizza/100884499.html?what=Restaurants&where=Toronto+ON&useContext=true,Restaurants,8.7,18,2025-07-07T21:16:58.045320,2480 Gerrard Street East,Scarborough,ON,M1N 4C3
Wendy's - Closed,,647-352-9946,https://www.yellowpages.ca/bus/Ontario/Scarborough/Wendy-s-Closed/102790988.html?what=Restaurants&where=Toronto+ON&useContext=true,Restaurants,8.7,18,2025-07-07T21:16:58.047326,2480 Gerrard St E,Scarborough,ON,M1N 4C3
1000244651 Ontario Momo Dumpling Express,,416-255-0505,https://www.yellowpages.ca/bus/Ontario/Etobicoke/1000244651-Ontario-Momo-Dumpling-Express/1728595.html?what=Restaurants&where=Toronto+ON&useContext=true,Restaurants,8.7,18,2025-07-07T21:16:58.047326,a 1-156 The Queensway,Etobicoke,ON,M8Y 1J2
Market Garden Restaurant,,416-503-0507,https://www.yellowpages.ca/bus/Ontario/Etobicoke/Market-Garden-Restaurant/101966922.html?what=Restaurants&where=Toronto+ON&useContext=true,Restaurants,8.7,18,2025-07-07T21:16:58.049331,165 The Queensway,Etobicoke,ON,M8Y 1H8
Bill Maur Coffee Shop,,416-259-2784,https://www.yellowpages.ca/bus/Ontario/Etobicoke/Bill-Maur-Coffee-Shop/194555.html?what=Restaurants&where=Toronto+ON&useContext=true,Restaurants,8.8,18,2025-07-07T21:16:58.049331,"165 The Queensway, Main",Etobicoke,ON,M8Y 1H8
Fresh Advancements Inc,,416-640-7001,https://www.yellowpages.ca/bus/Ontario/Etobicoke/Fresh-Advancements-Inc/7721479.html?what=Restaurants&where=Toronto+ON&useContext=true,Restaurants,8.8,18,2025-07-07T21:16:58.051338,165 The Queensway,Etobicoke,ON,M8Y 1H8
Fat Bastard Burrito,,647-352-4555,https://www.yellowpages.ca/bus/Ontario/Toronto/Fat-Bastard-Burrito/7982619.html?what=Restaurants&where=Toronto+ON&useContext=true,Restaurants,3.6,19,2025-07-07T21:17:12.892283,1118 Queen St W,Toronto,ON,M6J 1H9
Fat Bastard Burrito,,647-748-5550,https://www.yellowpages.ca/bus/Ontario/Toronto/Fat-Bastard-Burrito/8086481.html?what=Restaurants&where=Toronto+ON&useContext=true,Restaurants,3.6,19,2025-07-07T21:17:12.892283,"126 Atlantic Ave, Main",Toronto,ON,M6K 1X9
Fit For Life,,416-482-0615,https://www.yellowpages.ca/bus/Ontario/Toronto/Fit-For-Life/7316824.html?what=Restaurants&where=Toronto+ON&useContext=true,Restaurants,6.5,19,2025-07-07T21:17:12.892283,50 Eglinton Ave E Offi,Toronto,ON,M4P 1A6
Fat Bastard Burrito,,647-347-3477,https://www.yellowpages.ca/bus/Ontario/North-York/Fat-Bastard-Burrito/100934941.html?what=Restaurants&where=Toronto+ON&useContext=true,Restaurants,11.6,19,2025-07-07T21:17:12.892283,808 York Mills Rd,North York,ON,M3B 1X8
Fit For Life,,416-815-8218,https://www.yellowpages.ca/bus/Ontario/Toronto/Fit-For-Life/100554549.html?what=Restaurants&where=Toronto+ON&useContext=true,Restaurants,0.2,19,2025-07-07T21:17:12.892283,390 Bay St,Toronto,ON,M5H 2Y2
Fat Bastard Burrito,,647-748-4586,https://www.yellowpages.ca/bus/Ontario/Toronto/Fat-Bastard-Burrito/101252548.html?what=Restaurants&where=Toronto+ON&useContext=true,Restaurants,1.9,19,2025-07-07T21:17:12.908453,628 King St W,Toronto,ON,M5V 1M7
Fit For Life,,647-350-3571,https://www.yellowpages.ca/bus/Ontario/Toronto/Fit-For-Life/100754256.html?what=Restaurants&where=Toronto+ON&useContext=true,Restaurants,0.2,19,2025-07-07T21:17:12.908453,34 King St E,Toronto,ON,M5C 2X8
Fat Bastard Burrito,,647-348-5551,https://www.yellowpages.ca/bus/Ontario/Toronto/Fat-Bastard-Burrito/100996877.html?what=Restaurants&where=Toronto+ON&useContext=true,Restaurants,1.6,19,2025-07-07T21:17:12.908453,187 College St,Toronto,ON,M5T 1P7
Fat Bastard Burrito,,416-596-9777,https://www.yellowpages.ca/bus/Ontario/Toronto/Fat-Bastard-Burrito/100845973.html?what=Restaurants&where=Toronto+ON&useContext=true,Restaurants,1.6,19,2025-07-07T21:17:12.908453,187 College St,Toronto,ON,M5T 1P7
Fat Bastard Burrito,,647-350-5560,https://www.yellowpages.ca/bus/Ontario/Toronto/Fat-Bastard-Burrito/100673033.html?what=Restaurants&where=Toronto+ON&useContext=true,Restaurants,8.3,19,2025-07-07T21:17:12.908453,2400 Bloor St W,Toronto,ON,M6S 1P5
Gusto 101,,416-504-6404,https://www.yellowpages.ca/bus/Ontario/Toronto/Gusto-101/7907474.html?what=Restaurants&where=Toronto+ON&useContext=true,Restaurants,,19,2025-07-07T21:17:12.908453,101 Portland St,Toronto,ON,M5V 2N3
La Scogliera,,,https://www.yellowpages.ca/bus/Ontario/Toronto/La-Scogliera/101857654.html?what=Restaurants&where=Toronto+ON&useContext=true,Restaurants,12.1,19,2025-07-07T21:17:12.908453,2277 Kingston Rd,Toronto,ON,M1N 1T8
